Pokemon,Abilities,Base_Experience,Height,ID,Type_1,Type_2,Weight,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Sprites,Base_Pokemon,Evolution_Level_1,Evolution_Level_2
Deino,Hustle,60.0,8,633,Dark,Dragon,173,52,65,50,45,50,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,Deino,Zweilous,Hydreigon
Zweilous,Hustle,147.0,14,634,Dark,Dragon,500,72,85,70,65,70,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,Deino,Zweilous,Hydreigon
Hydreigon,Levitate,300.0,18,635,Dark,Dragon,1600,92,105,90,125,90,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,Deino,Zweilous,Hydreigon
Larvesta,Flame-Body,72.0,11,636,Bug,Fire,288,55,85,55,50,55,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,Larvesta,Volcarona,No Second Evolution
Volcarona,Flame-Body,275.0,16,637,Bug,Fire,460,85,60,65,135,105,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,Larvesta,Volcarona,No Second Evolution
Cobalion,Justified,290.0,21,638,Steel,Fighting,2500,91,90,129,90,72,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,Cobalion,No First Evolution,No Second Evolution
Terrakion,Justified,290.0,19,639,Rock,Fighting,2600,91,129,90,72,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,Terrakion,No First Evolution,No Second Evolution
Virizion,Justified,290.0,20,640,Grass,Fighting,2000,91,90,72,90,129,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,Virizion,No First Evolution,No Second Evolution
Tornadus-Incarnate,Prankster,290.0,15,641,Flying,No Second Type,630,79,115,70,125,80,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Thundurus-Incarnate,Prankster,290.0,15,642,Electric,Flying,610,79,115,70,125,80,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Reshiram,Turboblaze,340.0,32,643,Dragon,Fire,3300,100,120,100,150,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png,Reshiram,No First Evolution,No Second Evolution
Zekrom,Teravolt,340.0,29,644,Dragon,Electric,3450,100,150,120,120,100,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png,Zekrom,No First Evolution,No Second Evolution
Landorus-Incarnate,Sand-Force,300.0,15,645,Ground,Flying,680,89,125,90,115,80,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Kyurem,Pressure,330.0,30,646,Dragon,Ice,3250,125,130,90,130,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png,Kyurem,No First Evolution,No Second Evolution
Keldeo-Ordinary,Justified,290.0,14,647,Water,Fighting,485,91,72,90,129,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Meloetta-Aria,Serene-Grace,270.0,6,648,Normal,Psychic,65,100,77,77,128,128,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Genesect,Download,300.0,15,649,Bug,Steel,825,71,120,95,120,95,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,Genesect,No First Evolution,No Second Evolution
Chespin,Overgrow,63.0,4,650,Grass,No Second Type,90,56,61,65,48,45,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,Chespin,Quilladin,Chesnaught
Quilladin,Overgrow,142.0,7,651,Grass,No Second Type,290,61,78,95,56,58,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,Chespin,Quilladin,Chesnaught
Chesnaught,Overgrow,239.0,16,652,Grass,Fighting,900,88,107,122,74,75,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,Chespin,Quilladin,Chesnaught
Fennekin,Blaze,61.0,4,653,Fire,No Second Type,94,40,45,40,62,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,Fennekin,Braixen,Delphox
Braixen,Blaze,143.0,10,654,Fire,No Second Type,145,59,59,58,90,70,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,Fennekin,Braixen,Delphox
Delphox,Blaze,240.0,15,655,Fire,Psychic,390,75,69,72,114,100,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,Fennekin,Braixen,Delphox
Froakie,Torrent,63.0,3,656,Water,No Second Type,70,41,56,40,62,44,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,Froakie,Frogadier,Greninja
Frogadier,Torrent,142.0,6,657,Water,No Second Type,109,54,63,52,83,56,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,Froakie,Frogadier,Greninja
Greninja,Torrent,239.0,15,658,Water,Dark,400,72,95,67,103,71,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,Froakie,Frogadier,Greninja
Bunnelby,Pickup,47.0,4,659,Normal,No Second Type,50,38,36,38,32,36,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,Bunnelby,Diggersby,No Second Evolution
Diggersby,Pickup,148.0,10,660,Normal,Ground,424,85,56,77,50,77,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,Bunnelby,Diggersby,No Second Evolution
Fletchling,Big-Pecks,56.0,3,661,Normal,Flying,17,45,50,43,40,38,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,Fletchling,Fletchinder,Talonflame
Fletchinder,Flame-Body,134.0,7,662,Fire,Flying,160,62,73,55,56,52,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,Fletchling,Fletchinder,Talonflame
Talonflame,Flame-Body,175.0,12,663,Fire,Flying,245,78,81,71,74,69,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,Fletchling,Fletchinder,Talonflame
Scatterbug,Shield-Dust,40.0,3,664,Bug,No Second Type,25,38,35,40,27,25,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,Scatterbug,Spewpa,Vivillon
Spewpa,Shed-Skin,75.0,3,665,Bug,No Second Type,84,45,22,60,27,30,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png,Scatterbug,Spewpa,Vivillon
Vivillon,Shield-Dust,185.0,12,666,Bug,Flying,170,80,52,50,90,50,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png,Scatterbug,Spewpa,Vivillon
Litleo,Rivalry,74.0,6,667,Fire,Normal,135,62,50,58,73,54,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,Litleo,Pyroar,No Second Evolution
Pyroar,Rivalry,177.0,15,668,Fire,Normal,815,86,68,72,109,66,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,Litleo,Pyroar,No Second Evolution
Flabebe,Flower-Veil,61.0,1,669,Fairy,No Second Type,1,44,38,39,61,79,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png,Flabebe,Floette,Florges
Floette,Flower-Veil,130.0,2,670,Fairy,No Second Type,9,54,45,47,75,98,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png,Flabebe,Floette,Florges
Florges,Flower-Veil,248.0,11,671,Fairy,No Second Type,100,78,65,68,112,154,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png,Flabebe,Floette,Florges
Skiddo,Sap-Sipper,70.0,9,672,Grass,No Second Type,310,66,65,48,62,57,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png,Skiddo,Gogoat,No Second Evolution
Gogoat,Sap-Sipper,186.0,17,673,Grass,No Second Type,910,123,100,62,97,81,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png,Skiddo,Gogoat,No Second Evolution
Pancham,Iron-Fist,70.0,6,674,Fighting,No Second Type,80,67,82,62,46,48,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png,Pancham,Pangoro,No Second Evolution
Pangoro,Iron-Fist,173.0,21,675,Fighting,Dark,1360,95,124,78,69,71,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png,Pancham,Pangoro,No Second Evolution
Furfrou,Fur-Coat,165.0,12,676,Normal,No Second Type,280,75,80,60,65,90,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png,Furfrou,No First Evolution,No Second Evolution
Espurr,Keen-Eye,71.0,3,677,Psychic,No Second Type,35,62,48,54,63,60,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png,Espurr,Meowstic,No Second Evolution
Meowstic-Male,Keen-Eye,163.0,6,678,Psychic,No Second Type,85,74,48,76,83,81,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Honedge,No-Guard,65.0,8,679,Steel,Ghost,20,45,80,100,35,37,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png,Honedge,Doublade,Aegislash
Doublade,No-Guard,157.0,8,680,Steel,Ghost,45,59,110,150,45,49,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png,Honedge,Doublade,Aegislash
Aegislash-Shield,Stance-Change,250.0,17,681,Steel,Ghost,530,60,50,140,50,140,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Spritzee,Healer,68.0,2,682,Fairy,No Second Type,5,78,52,60,63,65,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png,Spritzee,Aromatisse,No Second Evolution
Aromatisse,Healer,162.0,8,683,Fairy,No Second Type,155,101,72,72,99,89,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png,Spritzee,Aromatisse,No Second Evolution
Swirlix,Sweet-Veil,68.0,4,684,Fairy,No Second Type,35,62,48,66,59,57,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png,Swirlix,Slurpuff,No Second Evolution
Slurpuff,Sweet-Veil,168.0,8,685,Fairy,No Second Type,50,82,80,86,85,75,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png,Swirlix,Slurpuff,No Second Evolution
Inkay,Contrary,58.0,4,686,Dark,Psychic,35,53,54,53,37,46,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png,Inkay,Malamar,No Second Evolution
Malamar,Contrary,169.0,15,687,Dark,Psychic,470,86,92,88,68,75,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png,Inkay,Malamar,No Second Evolution
Binacle,Tough-Claws,61.0,5,688,Rock,Water,310,42,52,67,39,56,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png,Binacle,Barbaracle,No Second Evolution
Barbaracle,Tough-Claws,175.0,13,689,Rock,Water,960,72,105,115,54,86,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png,Binacle,Barbaracle,No Second Evolution
Skrelp,Poison-Point,64.0,5,690,Poison,Water,73,50,60,60,60,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png,Skrelp,Dragalge,No Second Evolution
Dragalge,Poison-Point,173.0,18,691,Poison,Dragon,815,65,75,90,97,123,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png,Skrelp,Dragalge,No Second Evolution
Clauncher,Mega-Launcher,66.0,5,692,Water,No Second Type,83,50,53,62,58,63,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png,Clauncher,Clawitzer,No Second Evolution
Clawitzer,Mega-Launcher,100.0,13,693,Water,No Second Type,353,71,73,88,120,89,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png,Clauncher,Clawitzer,No Second Evolution
Helioptile,Dry-Skin,58.0,5,694,Electric,Normal,60,44,38,33,61,43,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png,Helioptile,Heliolisk,No Second Evolution
Heliolisk,Dry-Skin,168.0,10,695,Electric,Normal,210,62,55,52,109,94,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png,Helioptile,Heliolisk,No Second Evolution
Tyrunt,Strong-Jaw,72.0,8,696,Rock,Dragon,260,58,89,77,45,45,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png,Tyrunt,Tyrantrum,No Second Evolution
Tyrantrum,Strong-Jaw,182.0,25,697,Rock,Dragon,2700,82,121,119,69,59,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png,Tyrunt,Tyrantrum,No Second Evolution
Amaura,Refrigerate,72.0,13,698,Rock,Ice,252,77,59,50,67,63,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png,Amaura,Aurorus,No Second Evolution
Aurorus,Refrigerate,104.0,27,699,Rock,Ice,2250,123,77,72,99,92,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png,Amaura,Aurorus,No Second Evolution
Sylveon,Cute-Charm,184.0,10,700,Fairy,No Second Type,235,95,65,65,110,130,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Hawlucha,Limber,175.0,8,701,Fighting,Flying,215,78,92,75,74,63,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png,Hawlucha,No First Evolution,No Second Evolution
Dedenne,Cheek-Pouch,151.0,2,702,Electric,Fairy,22,67,58,57,81,67,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png,Dedenne,No First Evolution,No Second Evolution
Carbink,Clear-Body,100.0,3,703,Rock,Fairy,57,50,50,150,50,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png,Carbink,No First Evolution,No Second Evolution
Goomy,Sap-Sipper,60.0,3,704,Dragon,No Second Type,28,45,50,35,55,75,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/704.png,Goomy,Sliggoo,Goodra
Sliggoo,Sap-Sipper,158.0,8,705,Dragon,No Second Type,175,68,75,53,83,113,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/705.png,Goomy,Sliggoo,Goodra
Goodra,Sap-Sipper,300.0,20,706,Dragon,No Second Type,1505,90,100,70,110,150,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/706.png,Goomy,Sliggoo,Goodra
Klefki,Prankster,165.0,2,707,Steel,Fairy,30,57,80,91,80,87,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/707.png,Klefki,No First Evolution,No Second Evolution
Phantump,Natural-Cure,62.0,4,708,Ghost,Grass,70,43,70,48,50,60,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/708.png,Phantump,Trevenant,No Second Evolution
Trevenant,Natural-Cure,166.0,15,709,Ghost,Grass,710,85,110,76,65,82,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/709.png,Phantump,Trevenant,No Second Evolution
Pumpkaboo-Average,Pickup,67.0,4,710,Ghost,Grass,50,49,66,70,44,55,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/710.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Gourgeist-Average,Pickup,173.0,9,711,Ghost,Grass,125,65,90,122,58,75,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/711.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Bergmite,Own-Tempo,61.0,10,712,Ice,No Second Type,995,55,69,85,32,35,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/712.png,Bergmite,Avalugg,No Second Evolution
Avalugg,Own-Tempo,180.0,20,713,Ice,No Second Type,5050,95,117,184,44,46,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/713.png,Bergmite,Avalugg,No Second Evolution
Noibat,Frisk,49.0,5,714,Flying,Dragon,80,40,30,35,45,40,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/714.png,Noibat,Noivern,No Second Evolution
Noivern,Frisk,187.0,15,715,Flying,Dragon,850,85,70,80,97,80,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/715.png,Noibat,Noivern,No Second Evolution
Xerneas,Fairy-Aura,340.0,30,716,Fairy,No Second Type,2150,126,131,95,131,98,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/716.png,Xerneas,No First Evolution,No Second Evolution
Yveltal,Dark-Aura,340.0,58,717,Dark,Flying,2030,126,131,95,131,98,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/717.png,Yveltal,No First Evolution,No Second Evolution
Zygarde-50,Aura-Break,300.0,50,718,Dragon,Ground,3050,108,100,121,81,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/718.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Diancie,Clear-Body,300.0,7,719,Rock,Fairy,88,50,100,150,100,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/719.png,Diancie,No First Evolution,No Second Evolution
Hoopa,Magician,270.0,5,720,Psychic,Ghost,90,80,110,60,150,130,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/720.png,Hoopa,No First Evolution,No Second Evolution
Volcanion,Water-Absorb,300.0,17,721,Fire,Water,1950,80,110,120,130,90,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/721.png,Volcanion,No First Evolution,No Second Evolution
Rowlet,Overgrow,64.0,3,722,Grass,Flying,15,68,55,55,50,50,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/722.png,Rowlet,Dartrix,Decidueye
Dartrix,Overgrow,147.0,7,723,Grass,Flying,160,78,75,75,70,70,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/723.png,Rowlet,Dartrix,Decidueye
Decidueye,Overgrow,265.0,16,724,Grass,Ghost,366,78,107,75,100,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/724.png,Rowlet,Dartrix,Decidueye
Litten,Blaze,64.0,4,725,Fire,No Second Type,43,45,65,40,60,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/725.png,Litten,Torracat,Incineroar
Torracat,Blaze,147.0,7,726,Fire,No Second Type,250,65,85,50,80,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/726.png,Litten,Torracat,Incineroar
Incineroar,Blaze,265.0,18,727,Fire,Dark,830,95,115,90,80,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/727.png,Litten,Torracat,Incineroar
Popplio,Torrent,64.0,4,728,Water,No Second Type,75,50,54,54,66,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/728.png,Popplio,Brionne,Primarina
Brionne,Torrent,147.0,6,729,Water,No Second Type,175,60,69,69,91,81,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/729.png,Popplio,Brionne,Primarina
Primarina,Torrent,265.0,18,730,Water,Fairy,440,80,74,74,126,116,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/730.png,Popplio,Brionne,Primarina
Pikipek,Keen-Eye,53.0,3,731,Normal,Flying,12,35,75,30,30,30,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png,Pikipek,Trumbeak,Toucannon
Trumbeak,Keen-Eye,124.0,6,732,Normal,Flying,148,55,85,50,40,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png,Pikipek,Trumbeak,Toucannon
Toucannon,Keen-Eye,218.0,11,733,Normal,Flying,260,80,120,75,75,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png,Pikipek,Trumbeak,Toucannon
Yungoos,Stakeout,51.0,4,734,Normal,No Second Type,60,48,70,30,30,30,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png,Yungoos,Gumshoos,No Second Evolution
Gumshoos,Stakeout,146.0,7,735,Normal,No Second Type,142,88,110,60,55,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png,Yungoos,Gumshoos,No Second Evolution
Grubbin,Swarm,60.0,4,736,Bug,No Second Type,44,47,62,45,55,45,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png,Grubbin,Charjabug,Vikavolt
Charjabug,Battery,140.0,5,737,Bug,Electric,105,57,82,95,55,75,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png,Grubbin,Charjabug,Vikavolt
Vikavolt,Levitate,250.0,15,738,Bug,Electric,450,77,70,90,145,75,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png,Grubbin,Charjabug,Vikavolt
Crabrawler,Hyper-Cutter,68.0,6,739,Fighting,No Second Type,70,47,82,57,42,47,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png,Crabrawler,Crabominable,No Second Evolution
Crabominable,Hyper-Cutter,167.0,17,740,Fighting,Ice,1800,97,132,77,62,67,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png,Crabrawler,Crabominable,No Second Evolution
Oricorio-Baile,Dancer,167.0,6,741,Fire,Flying,34,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Cutiefly,Honey-Gather,61.0,1,742,Bug,Fairy,2,40,45,40,55,40,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png,Cutiefly,Ribombee,No Second Evolution
Ribombee,Honey-Gather,162.0,2,743,Bug,Fairy,5,60,55,60,95,70,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png,Cutiefly,Ribombee,No Second Evolution
Rockruff,Keen-Eye,56.0,5,744,Rock,No Second Type,92,45,65,40,30,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png,Rockruff,Lycanroc,No Second Evolution
Lycanroc-Midday,Keen-Eye,170.0,8,745,Rock,No Second Type,250,75,115,65,55,65,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Wishiwashi-Solo,Schooling,61.0,2,746,Water,No Second Type,3,45,20,20,25,25,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Mareanie,Merciless,61.0,4,747,Poison,Water,80,50,53,62,43,52,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png,Mareanie,Toxapex,No Second Evolution
Toxapex,Merciless,173.0,7,748,Poison,Water,145,50,63,152,53,142,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png,Mareanie,Toxapex,No Second Evolution
Mudbray,Own-Tempo,77.0,10,749,Ground,No Second Type,1100,70,100,70,45,55,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png,Mudbray,Mudsdale,No Second Evolution
Mudsdale,Own-Tempo,175.0,25,750,Ground,No Second Type,9200,100,125,100,55,85,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png,Mudbray,Mudsdale,No Second Evolution
Dewpider,Water-Bubble,54.0,3,751,Water,Bug,40,38,40,52,40,72,27,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png,Dewpider,Araquanid,No Second Evolution
Araquanid,Water-Bubble,159.0,18,752,Water,Bug,820,68,70,92,50,132,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png,Dewpider,Araquanid,No Second Evolution
Fomantis,Leaf-Guard,50.0,3,753,Grass,No Second Type,15,40,55,35,50,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png,Fomantis,Lurantis,No Second Evolution
Lurantis,Leaf-Guard,168.0,9,754,Grass,No Second Type,185,70,105,90,80,90,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png,Fomantis,Lurantis,No Second Evolution
Morelull,Illuminate,57.0,2,755,Grass,Fairy,15,40,35,55,65,75,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png,Morelull,Shiinotic,No Second Evolution
